"cidr","hostmin","hostmax","vendor"
"52.156.170.104/32","52.156.170.104","52.156.170.104","Azure"
"52.156.171.127/32","52.156.171.127","52.156.171.127","Azure"
"52.156.192.0/18","52.156.192.0","52.156.255.255","Azure"
"52.156.193.50/32","52.156.193.50","52.156.193.50","Azure"
"52.156.197.208/32","52.156.197.208","52.156.197.208","Azure"
"52.156.197.254/32","52.156.197.254","52.156.197.254","Azure"
"52.156.198.196/32","52.156.198.196","52.156.198.196","Azure"
"52.156.202.7/32","52.156.202.7","52.156.202.7","Azure"
"52.156.203.22/32","52.156.203.22","52.156.203.22","Azure"
"52.156.203.198/31","52.156.203.198","52.156.203.199","Azure"
"52.156.204.24/32","52.156.204.24","52.156.204.24","Azure"
"52.156.204.51/32","52.156.204.51","52.156.204.51","Azure"
"52.156.204.99/32","52.156.204.99","52.156.204.99","Azure"
"52.156.204.139/32","52.156.204.139","52.156.204.139","Azure"
"52.156.205.137/32","52.156.205.137","52.156.205.137","Azure"
"52.156.205.182/32","52.156.205.182","52.156.205.182","Azure"
"52.156.205.222/32","52.156.205.222","52.156.205.222","Azure"
"52.156.205.226/32","52.156.205.226","52.156.205.226","Azure"
"52.156.206.43/32","52.156.206.43","52.156.206.43","Azure"
"52.156.206.45/32","52.156.206.45","52.156.206.45","Azure"
"52.156.206.46/31","52.156.206.46","52.156.206.47","Azure"
"52.157.0.0/18","52.157.0.0","52.157.63.255","Azure"
"52.157.19.228/32","52.157.19.228","52.157.19.228","Azure"
"52.157.20.142/32","52.157.20.142","52.157.20.142","Azure"
"52.157.22.233/32","52.157.22.233","52.157.22.233","Azure"
"52.157.64.0/18","52.157.64.0","52.157.127.255","Azure"
"52.157.128.0/17","52.157.128.0","52.157.255.255","Azure"
"52.157.162.137/32","52.157.162.137","52.157.162.137","Azure"
"52.157.162.147/32","52.157.162.147","52.157.162.147","Azure"
"52.157.218.219/32","52.157.218.219","52.157.218.219","Azure"
"52.157.218.232/32","52.157.218.232","52.157.218.232","Azure"
"52.157.231.64/32","52.157.231.64","52.157.231.64","Azure"
"52.157.232.110/32","52.157.232.110","52.157.232.110","Azure"
"52.157.232.147/32","52.157.232.147","52.157.232.147","Azure"
"52.157.233.49/32","52.157.233.49","52.157.233.49","Azure"
"52.157.233.92/32","52.157.233.92","52.157.233.92","Azure"
"52.157.233.133/32","52.157.233.133","52.157.233.133","Azure"
"52.157.233.205/32","52.157.233.205","52.157.233.205","Azure"
"52.157.234.160/32","52.157.234.160","52.157.234.160","Azure"
"52.157.234.222/32","52.157.234.222","52.157.234.222","Azure"
"52.157.235.27/32","52.157.235.27","52.157.235.27","Azure"
"52.157.235.144/32","52.157.235.144","52.157.235.144","Azure"
"52.157.236.195/32","52.157.236.195","52.157.236.195","Azure"
"52.157.237.107/32","52.157.237.107","52.157.237.107","Azure"
"52.157.237.213/32","52.157.237.213","52.157.237.213","Azure"
"52.157.237.255/32","52.157.237.255","52.157.237.255","Azure"
"52.157.238.58/32","52.157.238.58","52.157.238.58","Azure"
"52.157.239.110/32","52.157.239.110","52.157.239.110","Azure"
"52.157.239.132/32","52.157.239.132","52.157.239.132","Azure"
"52.158.0.0/17","52.158.0.0","52.158.127.255","Azure"
"52.158.28.64/26","52.158.28.64","52.158.28.127","Azure"
"52.158.28.181/32","52.158.28.181","52.158.28.181","Azure"
"52.158.28.235/32","52.158.28.235","52.158.28.235","Azure"
"52.158.30.241/32","52.158.30.241","52.158.30.241","Azure"
"52.158.128.0/19","52.158.128.0","52.158.159.255","Azure"
"52.158.160.0/20","52.158.160.0","52.158.175.255","Azure"
"52.158.176.0/20","52.158.176.0","52.158.191.255","Azure"
"52.158.192.0/19","52.158.192.0","52.158.223.255","Azure"
"52.158.208.11/32","52.158.208.11","52.158.208.11","Azure"
"52.158.224.0/19","52.158.224.0","52.158.255.255","Azure"
"52.158.234.203/32","52.158.234.203","52.158.234.203","Azure"
"52.158.236.247/32","52.158.236.247","52.158.236.247","Azure"
"52.158.236.252/32","52.158.236.252","52.158.236.252","Azure"
"52.158.236.253/32","52.158.236.253","52.158.236.253","Azure"
"52.158.239.35/32","52.158.239.35","52.158.239.35","Azure"
"52.159.0.0/18","52.159.0.0","52.159.63.255","Azure"
"52.159.19.113/32","52.159.19.113","52.159.19.113","Azure"
"52.159.20.67/32","52.159.20.67","52.159.20.67","Azure"
"52.159.49.144/28","52.159.49.144","52.159.49.159","Azure"
"52.159.51.160/28","52.159.51.160","52.159.51.175","Azure"
"52.159.53.64/28","52.159.53.64","52.159.53.79","Azure"
"52.159.53.112/28","52.159.53.112","52.159.53.127","Azure"
"52.159.55.120/32","52.159.55.120","52.159.55.120","Azure"
"52.159.64.0/19","52.159.64.0","52.159.95.255","Azure"
"52.159.128.0/17","52.159.128.0","52.159.255.255","Azure"
"52.160.0.0/16","52.160.0.0","52.160.255.255","Azure"
"52.160.40.218/32","52.160.40.218","52.160.40.218","Azure"
"52.160.90.237/32","52.160.90.237","52.160.90.237","Azure"
"52.160.91.66/32","52.160.91.66","52.160.91.66","Azure"
"52.160.92.112/32","52.160.92.112","52.160.92.112","Azure"
"52.160.92.131/32","52.160.92.131","52.160.92.131","Azure"
"52.160.93.247/32","52.160.93.247","52.160.93.247","Azure"
"52.160.95.100/32","52.160.95.100","52.160.95.100","Azure"
"52.160.136.16/28","52.160.136.16","52.160.136.31","Azure"
"52.160.136.32/28","52.160.136.32","52.160.136.47","Azure"
"52.161.0.0/16","52.161.0.0","52.161.255.255","Azure"
"52.161.8.76/32","52.161.8.76","52.161.8.76","Azure"
"52.161.8.128/32","52.161.8.128","52.161.8.128","Azure"
"52.161.9.108/32","52.161.9.108","52.161.9.108","Azure"
"52.161.10.167/32","52.161.10.167","52.161.10.167","Azure"
"52.161.11.71/32","52.161.11.71","52.161.11.71","Azure"
"52.161.12.245/32","52.161.12.245","52.161.12.245","Azure"
"52.161.13.67/32","52.161.13.67","52.161.13.67","Azure"
"52.161.13.71/32","52.161.13.71","52.161.13.71","Azure"
"52.161.13.95/32","52.161.13.95","52.161.13.95","Azure"
"52.161.14.192/32","52.161.14.192","52.161.14.192","Azure"
"52.161.15.197/32","52.161.15.197","52.161.15.197","Azure"
"52.161.15.204/32","52.161.15.204","52.161.15.204","Azure"
"52.161.15.247/32","52.161.15.247","52.161.15.247","Azure"
"52.161.16.73/32","52.161.16.73","52.161.16.73","Azure"
"52.161.17.198/32","52.161.17.198","52.161.17.198","Azure"
"52.161.18.218/32","52.161.18.218","52.161.18.218","Azure"
"52.161.19.82/32","52.161.19.82","52.161.19.82","Azure"
"52.161.19.160/32","52.161.19.160","52.161.19.160","Azure"
"52.161.20.168/32","52.161.20.168","52.161.20.168","Azure"
"52.161.22.131/32","52.161.22.131","52.161.22.131","Azure"
"52.161.23.15/32","52.161.23.15","52.161.23.15","Azure"
"52.161.24.64/32","52.161.24.64","52.161.24.64","Azure"
"52.161.25.42/32","52.161.25.42","52.161.25.42","Azure"
"52.161.25.233/32","52.161.25.233","52.161.25.233","Azure"
"52.161.26.33/32","52.161.26.33","52.161.26.33","Azure"
"52.161.26.172/32","52.161.26.172","52.161.26.172","Azure"
"52.161.26.191/32","52.161.26.191","52.161.26.191","Azure"
"52.161.27.42/32","52.161.27.42","52.161.27.42","Azure"
"52.161.27.190/32","52.161.27.190","52.161.27.190","Azure"
"52.161.28.108/32","52.161.28.108","52.161.28.108","Azure"
"52.161.28.251/32","52.161.28.251","52.161.28.251","Azure"
"52.161.29.40/32","52.161.29.40","52.161.29.40","Azure"
"52.161.31.136/32","52.161.31.136","52.161.31.136","Azure"
"52.161.31.139/32","52.161.31.139","52.161.31.139","Azure"
"52.161.95.12/32","52.161.95.12","52.161.95.12","Azure"
"52.161.96.193/32","52.161.96.193","52.161.96.193","Azure"
"52.161.100.126/32","52.161.100.126","52.161.100.126","Azure"
"52.161.100.158/32","52.161.100.158","52.161.100.158","Azure"
"52.161.101.86/32","52.161.101.86","52.161.101.86","Azure"
"52.161.101.204/32","52.161.101.204","52.161.101.204","Azure"
"52.161.102.22/32","52.161.102.22","52.161.102.22","Azure"
"52.161.105.228/32","52.161.105.228","52.161.105.228","Azure"
"52.161.107.48/32","52.161.107.48","52.161.107.48","Azure"
"52.161.110.169/32","52.161.110.169","52.161.110.169","Azure"
"52.161.112.16/28","52.161.112.16","52.161.112.31","Azure"
"52.161.112.32/28","52.161.112.32","52.161.112.47","Azure"
"52.161.128.32/27","52.161.128.32","52.161.128.63","Azure"
"52.161.168.16/28","52.161.168.16","52.161.168.31","Azure"
"52.161.168.32/28","52.161.168.32","52.161.168.47","Azure"
"52.161.186.128/28","52.161.186.128","52.161.186.143","Azure"
"52.161.186.208/28","52.161.186.208","52.161.186.223","Azure"
"52.162.0.0/16","52.162.0.0","52.162.255.255","Azure"
"52.162.33.18/32","52.162.33.18","52.162.33.18","Azure"
"52.162.37.146/32","52.162.37.146","52.162.37.146","Azure"
"52.162.56.16/28","52.162.56.16","52.162.56.31","Azure"
"52.162.56.32/28","52.162.56.32","52.162.56.47","Azure"
"52.162.56.64/27","52.162.56.64","52.162.56.95","Azure"
"52.162.56.112/28","52.162.56.112","52.162.56.127","Azure"
"52.162.56.128/28","52.162.56.128","52.162.56.143","Azure"
"52.162.80.89/32","52.162.80.89","52.162.80.89","Azure"
"52.162.87.50/32","52.162.87.50","52.162.87.50","Azure"
"52.162.88.200/32","52.162.88.200","52.162.88.200","Azure"
"52.162.95.132/32","52.162.95.132","52.162.95.132","Azure"
"52.162.104.0/26","52.162.104.0","52.162.104.63","Azure"
"52.162.104.192/26","52.162.104.192","52.162.104.255","Azure"
"52.162.105.0/26","52.162.105.0","52.162.105.63","Azure"
"52.162.106.0/26","52.162.106.0","52.162.106.63","Azure"
"52.162.106.64/26","52.162.106.64","52.162.106.127","Azure"
"52.162.106.128/28","52.162.106.128","52.162.106.143","Azure"
"52.162.106.144/30","52.162.106.144","52.162.106.147","Azure"
"52.162.106.148/31","52.162.106.148","52.162.106.149","Azure"
"52.162.106.152/29","52.162.106.152","52.162.106.159","Azure"
"52.162.106.160/29","52.162.106.160","52.162.106.167","Azure"
"52.162.106.168/29","52.162.106.168","52.162.106.175","Azure"
"52.162.106.176/28","52.162.106.176","52.162.106.191","Azure"
"52.162.106.192/26","52.162.106.192","52.162.106.255","Azure"
"52.162.107.0/25","52.162.107.0","52.162.107.127","Azure"
"52.162.107.128/27","52.162.107.128","52.162.107.159","Azure"
"52.162.107.160/28","52.162.107.160","52.162.107.175","Azure"
"52.162.107.176/29","52.162.107.176","52.162.107.183","Azure"
"52.162.107.192/26","52.162.107.192","52.162.107.255","Azure"
"52.162.110.0/27","52.162.110.0","52.162.110.31","Azure"
"52.162.110.32/27","52.162.110.32","52.162.110.63","Azure"
"52.162.110.64/28","52.162.110.64","52.162.110.79","Azure"
"52.162.110.80/28","52.162.110.80","52.162.110.95","Azure"
"52.162.110.96/27","52.162.110.96","52.162.110.127","Azure"
"52.162.110.160/29","52.162.110.160","52.162.110.167","Azure"
"52.162.110.168/29","52.162.110.168","52.162.110.175","Azure"
"52.162.110.176/28","52.162.110.176","52.162.110.191","Azure"
"52.162.110.192/27","52.162.110.192","52.162.110.223","Azure"
"52.162.110.224/28","52.162.110.224","52.162.110.239","Azure"
"52.162.110.240/29","52.162.110.240","52.162.110.247","Azure"
"52.162.110.248/29","52.162.110.248","52.162.110.255","Azure"
"52.162.111.0/28","52.162.111.0","52.162.111.15","Azure"
"52.162.111.16/30","52.162.111.16","52.162.111.19","Azure"
"52.162.111.32/28","52.162.111.32","52.162.111.47","Azure"
"52.162.111.48/28","52.162.111.48","52.162.111.63","Azure"
"52.162.111.64/27","52.162.111.64","52.162.111.95","Azure"
"52.162.111.112/28","52.162.111.112","52.162.111.127","Azure"
"52.162.111.128/31","52.162.111.128","52.162.111.129","Azure"
"52.162.111.144/28","52.162.111.144","52.162.111.159","Azure"
"52.162.111.160/27","52.162.111.160","52.162.111.191","Azure"
"52.162.111.192/27","52.162.111.192","52.162.111.223","Azure"
"52.162.125.1/32","52.162.125.1","52.162.125.1","Azure"
"52.162.126.4/32","52.162.126.4","52.162.126.4","Azure"
"52.162.208.48/32","52.162.208.48","52.162.208.48","Azure"
"52.162.208.73/32","52.162.208.73","52.162.208.73","Azure"
"52.162.208.216/32","52.162.208.216","52.162.208.216","Azure"
"52.162.213.231/32","52.162.213.231","52.162.213.231","Azure"
"52.162.214.75/32","52.162.214.75","52.162.214.75","Azure"
"52.162.241.250/32","52.162.241.250","52.162.241.250","Azure"
"52.162.242.161/32","52.162.242.161","52.162.242.161","Azure"
"52.162.252.26/32","52.162.252.26","52.162.252.26","Azure"
"52.162.255.194/32","52.162.255.194","52.162.255.194","Azure"
"52.163.0.0/16","52.163.0.0","52.163.255.255","Azure"
"52.163.56.146/32","52.163.56.146","52.163.56.146","Azure"
"52.163.61.51/32","52.163.61.51","52.163.61.51","Azure"
"52.163.63.20/32","52.163.63.20","52.163.63.20","Azure"
"52.163.85.21/32","52.163.85.21","52.163.85.21","Azure"
"52.163.85.129/32","52.163.85.129","52.163.85.129","Azure"
"52.163.87.92/32","52.163.87.92","52.163.87.92","Azure"
"52.163.89.40/32","52.163.89.40","52.163.89.40","Azure"
"52.163.89.65/32","52.163.89.65","52.163.89.65","Azure"
"52.163.89.155/32","52.163.89.155","52.163.89.155","Azure"
"52.163.89.160/32","52.163.89.160","52.163.89.160","Azure"
"52.163.90.165/32","52.163.90.165","52.163.90.165","Azure"
"52.163.91.227/32","52.163.91.227","52.163.91.227","Azure"
"52.163.93.214/32","52.163.93.214","52.163.93.214","Azure"
"52.163.94.113/32","52.163.94.113","52.163.94.113","Azure"
"52.163.94.131/32","52.163.94.131","52.163.94.131","Azure"
"52.163.95.29/32","52.163.95.29","52.163.95.29","Azure"
"52.163.122.20/32","52.163.122.20","52.163.122.20","Azure"
"52.163.122.160/32","52.163.122.160","52.163.122.160","Azure"
"52.163.176.16/28","52.163.176.16","52.163.176.31","Azure"
"52.163.207.80/32","52.163.207.80","52.163.207.80","Azure"
"52.163.209.255/32","52.163.209.255","52.163.209.255","Azure"
"52.163.212.39/32","52.163.212.39","52.163.212.39","Azure"
"52.163.215.122/32","52.163.215.122","52.163.215.122","Azure"
"52.163.228.23/32","52.163.228.23","52.163.228.23","Azure"
"52.163.228.93/32","52.163.228.93","52.163.228.93","Azure"
"52.163.230.166/32","52.163.230.166","52.163.230.166","Azure"
"52.163.232.16/28","52.163.232.16","52.163.232.31","Azure"
"52.163.241.22/32","52.163.241.22","52.163.241.22","Azure"
"52.163.246.27/32","52.163.246.27","52.163.246.27","Azure"
"52.163.249.82/32","52.163.249.82","52.163.249.82","Azure"
"52.164.0.0/16","52.164.0.0","52.164.255.255","Azure"
"52.164.112.16/28","52.164.112.16","52.164.112.31","Azure"
"52.164.120.183/32","52.164.120.183","52.164.120.183","Azure"
"52.164.125.22/32","52.164.125.22","52.164.125.22","Azure"
"52.164.126.124/32","52.164.126.124","52.164.126.124","Azure"
"52.164.200.174/32","52.164.200.174","52.164.200.174","Azure"
"52.164.201.186/32","52.164.201.186","52.164.201.186","Azure"
"52.164.210.96/32","52.164.210.96","52.164.210.96","Azure"
"52.164.225.5/32","52.164.225.5","52.164.225.5","Azure"
"52.164.232.16/28","52.164.232.16","52.164.232.31","Azure"
"52.164.232.32/28","52.164.232.32","52.164.232.47","Azure"
"52.164.232.64/28","52.164.232.64","52.164.232.79","Azure"
"52.164.244.189/32","52.164.244.189","52.164.244.189","Azure"
"52.164.245.81/32","52.164.245.81","52.164.245.81","Azure"
"52.164.250.133/32","52.164.250.133","52.164.250.133","Azure"
"52.164.250.188/32","52.164.250.188","52.164.250.188","Azure"
"52.165.0.0/19","52.165.0.0","52.165.31.255","Azure"
"52.165.21.159/32","52.165.21.159","52.165.21.159","Azure"
"52.165.27.187/32","52.165.27.187","52.165.27.187","Azure"
"52.165.32.0/20","52.165.32.0","52.165.47.255","Azure"
"52.165.34.117/32","52.165.34.117","52.165.34.117","Azure"
"52.165.34.144/32","52.165.34.144","52.165.34.144","Azure"
"52.165.37.188/32","52.165.37.188","52.165.37.188","Azure"
"52.165.38.20/32","52.165.38.20","52.165.38.20","Azure"
"52.165.42.204/32","52.165.42.204","52.165.42.204","Azure"
"52.165.44.224/32","52.165.44.224","52.165.44.224","Azure"
"52.165.46.249/32","52.165.46.249","52.165.46.249","Azure"
"52.165.48.0/28","52.165.48.0","52.165.48.15","Azure"
"52.165.49.0/24","52.165.49.0","52.165.49.255","Azure"
"52.165.56.0/21","52.165.56.0","52.165.63.255","Azure"
"52.165.64.0/19","52.165.64.0","52.165.95.255","Azure"
"52.165.96.0/21","52.165.96.0","52.165.103.255","Azure"
"52.165.104.0/25","52.165.104.0","52.165.104.127","Azure"
"52.165.104.16/28","52.165.104.16","52.165.104.31","Azure"
"52.165.104.32/28","52.165.104.32","52.165.104.47","Azure"
"52.165.104.64/27","52.165.104.64","52.165.104.95","Azure"
"52.165.104.112/28","52.165.104.112","52.165.104.127","Azure"
"52.165.104.128/26","52.165.104.128","52.165.104.191","Azure"
"52.165.104.144/28","52.165.104.144","52.165.104.159","Azure"
"52.165.104.160/28","52.165.104.160","52.165.104.175","Azure"
"52.165.128.0/17","52.165.128.0","52.165.255.255","Azure"
"52.165.129.184/32","52.165.129.184","52.165.129.184","Azure"
"52.165.129.203/32","52.165.129.203","52.165.129.203","Azure"
"52.165.135.234/32","52.165.135.234","52.165.135.234","Azure"
"52.165.136.32/28","52.165.136.32","52.165.136.47","Azure"
"52.165.150.242/32","52.165.150.242","52.165.150.242","Azure"
"52.165.152.214/32","52.165.152.214","52.165.152.214","Azure"
"52.165.153.122/32","52.165.153.122","52.165.153.122","Azure"
"52.165.154.193/32","52.165.154.193","52.165.154.193","Azure"
"52.165.155.12/32","52.165.155.12","52.165.155.12","Azure"
"52.165.155.237/32","52.165.155.237","52.165.155.237","Azure"
"52.165.158.140/32","52.165.158.140","52.165.158.140","Azure"
"52.165.163.223/32","52.165.163.223","52.165.163.223","Azure"
"52.165.168.40/32","52.165.168.40","52.165.168.40","Azure"
"52.165.174.123/32","52.165.174.123","52.165.174.123","Azure"
"52.165.179.109/32","52.165.179.109","52.165.179.109","Azure"
"52.165.184.67/32","52.165.184.67","52.165.184.67","Azure"
"52.165.184.170/32","52.165.184.170","52.165.184.170","Azure"
"52.165.189.139/32","52.165.189.139","52.165.189.139","Azure"
"52.165.208.47/32","52.165.208.47","52.165.208.47","Azure"
"52.165.218.15/32","52.165.218.15","52.165.218.15","Azure"
"52.165.220.33/32","52.165.220.33","52.165.220.33","Azure"
"52.165.221.72/32","52.165.221.72","52.165.221.72","Azure"
"52.165.224.81/32","52.165.224.81","52.165.224.81","Azure"
"52.165.229.112/32","52.165.229.112","52.165.229.112","Azure"
"52.165.229.184/32","52.165.229.184","52.165.229.184","Azure"
"52.165.235.119/32","52.165.235.119","52.165.235.119","Azure"
"52.165.237.8/32","52.165.237.8","52.165.237.8","Azure"
"52.165.237.15/32","52.165.237.15","52.165.237.15","Azure"
"52.165.237.178/32","52.165.237.178","52.165.237.178","Azure"
"52.165.240.64/28","52.165.240.64","52.165.240.79","Azure"
"52.166.0.0/16","52.166.0.0","52.166.255.255","Azure"
"52.166.13.64/32","52.166.13.64","52.166.13.64","Azure"
"52.166.19.45/32","52.166.19.45","52.166.19.45","Azure"
"52.166.50.138/32","52.166.50.138","52.166.50.138","Azure"
"52.166.76.0/32","52.166.76.0","52.166.76.0","Azure"
"52.166.78.89/32","52.166.78.89","52.166.78.89","Azure"
"52.166.78.97/32","52.166.78.97","52.166.78.97","Azure"
"52.166.80.32/27","52.166.80.32","52.166.80.63","Azure"
"52.166.80.80/28","52.166.80.80","52.166.80.95","Azure"
"52.166.80.96/28","52.166.80.96","52.166.80.111","Azure"
"52.166.113.188/32","52.166.113.188","52.166.113.188","Azure"
"52.166.119.99/32","52.166.119.99","52.166.119.99","Azure"
"52.166.131.195/32","52.166.131.195","52.166.131.195","Azure"
"52.166.178.208/32","52.166.178.208","52.166.178.208","Azure"
"52.166.181.85/32","52.166.181.85","52.166.181.85","Azure"
"52.166.198.163/32","52.166.198.163","52.166.198.163","Azure"
"52.166.241.149/32","52.166.241.149","52.166.241.149","Azure"
"52.166.243.90/32","52.166.243.90","52.166.243.90","Azure"
"52.166.243.169/32","52.166.243.169","52.166.243.169","Azure"
"52.166.244.232/32","52.166.244.232","52.166.244.232","Azure"
"52.166.245.173/32","52.166.245.173","52.166.245.173","Azure"
"52.167.0.0/16","52.167.0.0","52.167.255.255","Azure"
"52.167.0.27/32","52.167.0.27","52.167.0.27","Azure"
"52.167.1.118/32","52.167.1.118","52.167.1.118","Azure"
"52.167.21.160/27","52.167.21.160","52.167.21.191","Azure"
"52.167.21.208/28","52.167.21.208","52.167.21.223","Azure"
"52.167.21.224/28","52.167.21.224","52.167.21.239","Azure"
"52.167.88.80/28","52.167.88.80","52.167.88.95","Azure"
"52.167.88.112/28","52.167.88.112","52.167.88.127","Azure"
"52.167.104.0/26","52.167.104.0","52.167.104.63","Azure"
"52.167.105.0/26","52.167.105.0","52.167.105.63","Azure"
"52.167.106.0/26","52.167.106.0","52.167.106.63","Azure"
"52.167.106.64/29","52.167.106.64","52.167.106.71","Azure"
"52.167.106.72/29","52.167.106.72","52.167.106.79","Azure"
"52.167.106.80/29","52.167.106.80","52.167.106.87","Azure"
"52.167.106.88/29","52.167.106.88","52.167.106.95","Azure"
"52.167.106.96/27","52.167.106.96","52.167.106.127","Azure"
"52.167.106.128/27","52.167.106.128","52.167.106.159","Azure"
"52.167.106.160/28","52.167.106.160","52.167.106.175","Azure"
"52.167.106.192/27","52.167.106.192","52.167.106.223","Azure"
"52.167.106.224/27","52.167.106.224","52.167.106.255","Azure"
"52.167.107.0/26","52.167.107.0","52.167.107.63","Azure"
"52.167.107.64/29","52.167.107.64","52.167.107.71","Azure"
"52.167.107.72/29","52.167.107.72","52.167.107.79","Azure"
"52.167.107.80/28","52.167.107.80","52.167.107.95","Azure"
"52.167.107.96/28","52.167.107.96","52.167.107.111","Azure"
"52.167.107.112/28","52.167.107.112","52.167.107.127","Azure"
"52.167.107.128/26","52.167.107.128","52.167.107.191","Azure"
"52.167.107.192/27","52.167.107.192","52.167.107.223","Azure"
"52.167.107.224/28","52.167.107.224","52.167.107.239","Azure"
"52.167.107.240/28","52.167.107.240","52.167.107.255","Azure"
"52.167.109.0/26","52.167.109.0","52.167.109.63","Azure"
"52.167.109.64/31","52.167.109.64","52.167.109.65","Azure"
"52.167.109.68/30","52.167.109.68","52.167.109.71","Azure"
"52.167.109.80/28","52.167.109.80","52.167.109.95","Azure"
"52.167.110.0/24","52.167.110.0","52.167.110.255","Azure"
"52.167.117.226/32","52.167.117.226","52.167.117.226","Azure"
"52.167.143.179/32","52.167.143.179","52.167.143.179","Azure"
"52.167.155.89/32","52.167.155.89","52.167.155.89","Azure"
"52.167.163.135/32","52.167.163.135","52.167.163.135","Azure"
"52.167.171.53/32","52.167.171.53","52.167.171.53","Azure"
"52.167.221.184/32","52.167.221.184","52.167.221.184","Azure"
"52.167.225.247/32","52.167.225.247","52.167.225.247","Azure"
"52.167.226.2/32","52.167.226.2","52.167.226.2","Azure"
"52.167.227.104/32","52.167.227.104","52.167.227.104","Azure"
"52.167.227.154/32","52.167.227.154","52.167.227.154","Azure"
"52.167.227.220/32","52.167.227.220","52.167.227.220","Azure"
"52.167.228.54/32","52.167.228.54","52.167.228.54","Azure"
"52.167.240.16/28","52.167.240.16","52.167.240.31","Azure"
"52.168.0.0/16","52.168.0.0","52.168.255.255","Azure"
"52.168.14.144/32","52.168.14.144","52.168.14.144","Azure"
"52.168.28.222/32","52.168.28.222","52.168.28.222","Azure"
"52.168.29.86/32","52.168.29.86","52.168.29.86","Azure"
"52.168.66.180/32","52.168.66.180","52.168.66.180","Azure"
"52.168.109.101/32","52.168.109.101","52.168.109.101","Azure"
"52.168.112.64/32","52.168.112.64","52.168.112.64","Azure"
"52.168.112.128/26","52.168.112.128","52.168.112.191","Azure"
"52.168.112.192/26","52.168.112.192","52.168.112.255","Azure"
"52.168.114.0/23","52.168.114.0","52.168.115.255","Azure"
"52.168.114.0/24","52.168.114.0","52.168.114.255","Azure"
"52.168.115.0/24","52.168.115.0","52.168.115.255","Azure"
"52.168.125.188/32","52.168.125.188","52.168.125.188","Azure"
"52.168.136.177/32","52.168.136.177","52.168.136.177","Azure"
"52.168.146.69/32","52.168.146.69","52.168.146.69","Azure"
"52.168.147.11/32","52.168.147.11","52.168.147.11","Azure"
"52.168.166.153/32","52.168.166.153","52.168.166.153","Azure"
"52.168.169.124/32","52.168.169.124","52.168.169.124","Azure"
"52.168.180.95/32","52.168.180.95","52.168.180.95","Azure"
"52.168.183.223/32","52.168.183.223","52.168.183.223","Azure"
"52.169.0.0/16","52.169.0.0","52.169.255.255","Azure"
"52.169.4.236/32","52.169.4.236","52.169.4.236","Azure"
"52.169.5.116/32","52.169.5.116","52.169.5.116","Azure"
"52.169.6.70/32","52.169.6.70","52.169.6.70","Azure"
"52.169.15.254/32","52.169.15.254","52.169.15.254","Azure"
"52.169.18.8/32","52.169.18.8","52.169.18.8","Azure"
"52.169.27.79/32","52.169.27.79","52.169.27.79","Azure"
"52.169.28.181/32","52.169.28.181","52.169.28.181","Azure"
"52.169.30.110/32","52.169.30.110","52.169.30.110","Azure"
"52.169.30.175/32","52.169.30.175","52.169.30.175","Azure"
"52.169.64.244/32","52.169.64.244","52.169.64.244","Azure"
"52.169.73.236/32","52.169.73.236","52.169.73.236","Azure"
"52.169.78.163/32","52.169.78.163","52.169.78.163","Azure"
"52.169.105.82/32","52.169.105.82","52.169.105.82","Azure"
"52.169.122.37/32","52.169.122.37","52.169.122.37","Azure"
"52.169.125.119/32","52.169.125.119","52.169.125.119","Azure"
"52.169.138.222/32","52.169.138.222","52.169.138.222","Azure"
"52.169.168.32/27","52.169.168.32","52.169.168.63","Azure"
"52.169.180.223/32","52.169.180.223","52.169.180.223","Azure"
"52.169.184.163/32","52.169.184.163","52.169.184.163","Azure"
"52.169.188.236/32","52.169.188.236","52.169.188.236","Azure"
"52.169.191.40/32","52.169.191.40","52.169.191.40","Azure"
"52.169.192.237/32","52.169.192.237","52.169.192.237","Azure"
"52.169.218.0/32","52.169.218.0","52.169.218.0","Azure"
"52.169.218.253/32","52.169.218.253","52.169.218.253","Azure"
"52.169.219.183/32","52.169.219.183","52.169.219.183","Azure"
"52.169.220.174/32","52.169.220.174","52.169.220.174","Azure"
"52.169.225.171/32","52.169.225.171","52.169.225.171","Azure"
"52.169.231.163/32","52.169.231.163","52.169.231.163","Azure"
"52.169.232.147/32","52.169.232.147","52.169.232.147","Azure"
"52.169.235.90/32","52.169.235.90","52.169.235.90","Azure"
"52.169.240.16/28","52.169.240.16","52.169.240.31","Azure"
"52.169.240.32/28","52.169.240.32","52.169.240.47","Azure"
"52.169.240.64/28","52.169.240.64","52.169.240.79","Azure"
"52.170.0.0/16","52.170.0.0","52.170.255.255","Azure"
"52.170.0.116/32","52.170.0.116","52.170.0.116","Azure"
"52.170.1.228/32","52.170.1.228","52.170.1.228","Azure"
"52.170.7.25/32","52.170.7.25","52.170.7.25","Azure"
"52.170.41.199/32","52.170.41.199","52.170.41.199","Azure"
"52.170.46.174/32","52.170.46.174","52.170.46.174","Azure"
"52.170.97.16/32","52.170.97.16","52.170.97.16","Azure"
"52.170.98.29/32","52.170.98.29","52.170.98.29","Azure"
"52.170.171.192/28","52.170.171.192","52.170.171.207","Azure"
"52.170.171.240/28","52.170.171.240","52.170.171.255","Azure"
"52.170.204.83/32","52.170.204.83","52.170.204.83","Azure"
